_id,id,name,description,mrp,price,images[0],images[1],images[2],images[3],category,stock,inStock,storeId,createdAt,updatedAt
6969172ac2f2042b05aaa36d,0020cee6-0a7e-46b3-852a-89960caedacb,Gulabi Noor Choker Set ,"Wrap your neckline in a whisper of romance and royal charm with the Gulabi Noor Choker Set. Crafted in a rich gold-tone finish, this statement choker features delicate blush-pink stones, soft pearl drops, and intricate floral detailing that create a graceful play of light and texture. The layered design adds depth and drama, while the gentle pink hues bring a fresh, feminine glow.\n\nPerfect for weddings, receptions, festive soirées, and bridal trousseaus, Gulabi Noor is designed to stand out without shouting. Pair it with pastel lehengas, sarees, or embellished gowns for an effortlessly regal look.\n\nHighlights:\n	•	Gold-tone base with blush pink accents\n	•	Elegant pearl and bead drops for graceful movement\n	•	Intricate floral and geometric detailing\n	•	Comfortable fit with adjustable thread closure\n	•	Ideal for bridal, festive, and occasion wear",7999,3999,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768494876/product_1768494876_IMG_9082.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768494880/product_1768494879_IMG_9080.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768494884/product_1768494883_IMG_9079.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768494888/product_1768494888_ABE95E40-7154-4135-9123-9B667ABA7719.jpg,Heavy Necklace,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-15T16:34:50.230Z,2026-01-15T16:34:50.230Z
696a9e04a155e5ec72f6a19e,494da58f-fb2c-4db3-aad0-bae7e7b6a04a,Textured Gold Pyramid Stud Earrings,"Clean geometry meets luminous shine. These square stud earrings are crafted with a rich gold finish and a finely textured surface that catches the light from every angle. The subtle pattern adds depth and character, while the bold square silhouette keeps the look modern and confident.\n\nPerfectly balanced between statement and simplicity, they move effortlessly from everyday wear to evening elegance. Style them with crisp tailoring for a polished look or let them glow against soft fabrics for a touch of quiet luxury.\n\nDetails\n	•	Square stud design\n	•	Textured, light-reflective surface\n	•	Polished gold-tone finish\n	•	Comfortable, secure fit\n\nTimeless, versatile, and quietly striking. A small piece with a strong presence ✨",499,110,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768594917/product_1768594917_481D9101-F00A-4426-99E1-258B9CCFCBC8.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768594926/product_1768594925_D615AB35-B29B-4099-8CAD-F3921A218B72.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768594935/product_1768594934_436567F9-5502-49DF-A4D5-339A58819453.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768594946/product_1768594946_BEB347E7-2A9B-49EE-84BA-C4231E96C59C.png,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-16T20:22:28.148Z,2026-01-16T20:22:28.148Z
696aa8ccdb18ff6105d1b609,570f54be-649b-4160-a3d8-9e47b17c8b98,Aurora Ribbed Gold Clip-On Earrings,"Elevate your look with these elegant ribbed gold clip-on earrings, designed with a refined trapezoid silhouette that is slightly longer and narrower at the top for a flattering fit. The vertical ribbed detailing adds depth and texture, while the high-polish gold finish reflects light beautifully for a sophisticated shine.\n\nComfortable and secure, these clip-on earrings are perfect for both pierced and non-pierced ears. Versatile enough for everyday wear yet striking enough for special occasions, they pair effortlessly with both modern and classic styles.\n\nKey Features\n	•	Trapezoid shape with a tapered top\n	•	Ribbed, high-shine gold finish\n	•	Comfortable clip-on fastening\n	•	Statement yet lightweight design\n	•	Suitable for day-to-night wear\n\nA timeless accessory that brings polished elegance to any outfit.",499,110,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768597670/product_1768597670_F0C86F80-B13D-4970-AF8B-37085C9E20E5.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768597683/product_1768597680_3AD2A214-FC2E-458F-B8D5-7539023EB674.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768597694/product_1768597694_FF9EB285-D4D1-4ABC-BAF1-E78CA6D2190B.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768597705/product_1768597705_8DD79257-8991-4F01-A4D7-EE4397E4A5D2.png,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-16T21:08:28.058Z,2026-01-16T21:08:28.058Z
696bac942db7efc05435245b,767289d8-b814-4372-8276-6cb39bfb0f88,Timeless Heart Weave Studs,"Crafted with a refined woven texture, these heart-shaped gold stud earrings bring a perfect balance of elegance and warmth. Their sculpted, basket-weave design reflects light beautifully, creating a rich yet understated shine ideal for everyday wear or special moments.\n\nDesigned to sit comfortably on the ear, these studs add a soft statement without overpowering your look. A timeless expression of love and craftsmanship, they pair effortlessly with both modern and classic styles.\n\nWhy you’ll love it:\n	•	Heart-shaped woven design for a unique texture\n	•	Smooth, polished gold finish\n	•	Lightweight and comfortable for all-day wear\n	•	Perfect for gifting or personal styling",499,110,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768664109/product_1768664109_BF492FB7-B329-4953-B5D5-E4B6CE82D709.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768664156/product_1768664155_FC099379-4E95-41B5-BE7E-CB2912AD49F0.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768664179/product_1768664179_CB20B771-0B7F-4ABC-BD31-E61B9D92C57D.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768664209/product_1768664209_B3FECF45-EE98-4632-817B-3647F7E79007.png,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-17T15:36:52.416Z,2026-01-17T15:36:52.416Z
696bb5925f60addec09d3a89,6b74a68d-40d6-4401-b150-69df4e79b384,Classic Twist Lock Earrings,"Designed for effortless everyday wear, these twisted gold hoop earrings feature a refined rope-style texture with a smooth, high-polish finish. The classic hoop silhouette is elevated with a secure back-lock mechanism, allowing the post to pass naturally through the ear and lock comfortably behind for a snug, reliable fit.\n\nCrafted to sit perfectly on the ear, these hoops balance elegance and practicality. The twisted detailing adds depth and dimension while maintaining a timeless look that pairs seamlessly with both casual and dressy outfits.\n\nKey Features:\n	•	Elegant twisted rope design\n	•	Secure back-lock closure for confident wear\n	•	Comfortable fit for all-day use\n	•	Polished gold finish with lasting shine\n	•	Ideal for daily styling or gifting\n\nA versatile essential that blends classic craftsmanship with modern comfort.",499,120,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768666500/product_1768666499_5DB38B12-52F6-430D-944E-0C3F1AB71F40.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768666504/product_1768666504_IMG_9189.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768666509/product_1768666509_IMG_9186.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768666512/product_1768666512_IMG_9188.jpg,Earrings,in_stock,true,default-store,2026-01-17T16:15:14.503Z,2026-01-17T16:49:27.827Z
696e0ad952e613b9220cdfcf,56c94690-6bd7-40c1-9e5e-4616cf0faa35,Auric Prism Stud Earrings,"Product Description:\nSculpted like tiny monuments to modern glamour, the Auric Prism Stud Earrings catch the light with confident geometry and quiet opulence. Each stud features a bold diamond silhouette, polished to a mirror-like gold finish, then accented with a finely textured, faceted surface that scatters light in subtle flashes.\n\nMinimal yet commanding, these earrings balance architectural strength with refined elegance. They move effortlessly from daytime polish to evening allure, pairing just as beautifully with crisp tailoring as with silk and satin. Lightweight, comfortable, and endlessly versatile, they are designed for those who prefer their luxury with intention and edge.\n\nDetails:\n	•	Gold-tone finish\n	•	Geometric prism design\n	•	Textured and polished surface contrast\n	•	Stud backing for secure wear\n	•	Suitable for everyday wear or elevated occasions",499,120,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768819408/product_1768819408_E8DA5ED9-1045-42F4-82FF-A3830C5A4C46.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768819411/product_1768819411_6FA8E476-134E-4BC7-9CD0-7A73026F0145.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768819414/product_1768819413_1EE514F4-2961-4A47-A29D-2606E02BA442.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768819416/product_1768819416_372ED47C-4834-4499-8F74-CE3DF829A493.png,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-19T10:43:37.665Z,2026-01-19T10:43:37.665Z
696e79e46b56486165c8209e,c8197971-4021-4263-9881-3986847ebf52,Noor-e-Sultan Choker Set With Earrings,"Illuminate your look with the regal glow of the Noor-e-Sultan Choker Set, a statement piece inspired by royal courts and timeless opulence. Designed to sit gracefully along the neckline, this choker features intricate craftsmanship accented with luminous stones that catch the light with every movement.\n\nThe set is perfectly balanced between tradition and modern elegance, making it ideal for weddings, festive celebrations, and grand evenings where you want your jewelry to speak first. Paired with matching earrings, it frames the face beautifully and adds a touch of imperial charm to both classic and contemporary ensembles.\n\nKey Features:\n	•	Luxurious choker necklace with coordinated earrings\n	•	Intricate detailing inspired by royal heritage\n	•	High-quality finish for a radiant, long-lasting shine\n	•	Comfortable fit designed for extended wear\n	•	Perfect for bridal wear, festive occasions, and formal events\n\nThe Noor-e-Sultan Choker Set is not just jewelry; it is an expression of grace, power, and enduring beauty, crafted for those who prefer elegance with presence ✨",9000,3999,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768847796/product_1768847796_4E7F1DB7-1E47-4597-88B6-A61E544EC7A6.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768847816/product_1768847816_DEAE8E91-D930-49A4-A847-C00FB5040A20.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768847822/product_1768847821_2C70D4A2-1BB1-4B2D-A1E7-D755BD7CFE2C.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768847841/product_1768847840_8DA66EAD-7A78-4AC0-85B0-AF71992C0909.png,Heavy Necklace,in_stock,true,default-store,2026-01-19T18:37:24.755Z,2026-01-19T18:37:53.508Z
696e7ab964191aced684b995,2ad31875-bdc4-4b5d-9080-b50b8aaf7f29,Rajkumari Pearl Kundan Set,"Step into timeless royalty with the Rajkumari Pearl Kundan Set, a graceful blend of classic pearls and exquisite Kundan artistry. Designed to echo the elegance of a young princess, this set radiates soft sophistication with a regal soul.\n\nThe necklace features finely set Kundan stones, delicately bordered with lustrous pearls that add movement and charm. Paired with matching earrings, the set frames the face with a gentle glow, making it a perfect choice for weddings, festive occasions, and refined celebrations. Traditional at heart yet effortlessly elegant, it complements both heritage attire and modern silhouettes.\n\nKey Features:\n	•	Elegant necklace with matching earrings\n	•	Premium Kundan stones accented with luminous pearls\n	•	Royal-inspired design with fine detailing\n	•	Lightweight and comfortable for all-day wear\n	•	Ideal for bridal, festive, and formal occasions\n\nThe Rajkumari Pearl Kundan Set is a celebration of feminine grace and royal heritage, created for those who love jewelry that feels both delicate and majestic.",21000,10000,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768848044/product_1768848044_IMG_9204.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768848048/product_1768848048_IMG_9202.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768848051/product_1768848051_IMG_9201.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768848055/product_1768848055_IMG_9205.jpg,Heavy Necklace,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-19T18:40:57.202Z,2026-01-19T18:40:57.202Z
696e87014a3164dc66aedf9e,af1f5326-bad2-4147-aa0b-e61c316747ad,Rajwada Noor Kundan Choker Set With Earnings,"Product Description:\nInspired by royal heirlooms and timeless craftsmanship, the Rajwada Noor Kundan Choker Set is a statement of regal elegance. Meticulously handcrafted, this choker features traditional Kundan work with luminous polki-style stones, accented by soothing green drops and delicate pearl clusters that add graceful movement and charm.\n\nThe centerpiece showcases rich green enamel detailing framed in gold tones, creating a striking focal point that reflects heritage artistry. Finished with beige tassel ties for an adjustable and comfortable fit, this choker sits beautifully along the neckline, making it perfect for bridal wear, festive occasions, and grand celebrations.\n\nWhether styled with a lehenga, saree, or anarkali, the Rajwada Noor Kundan Choker Set brings a touch of royal sophistication to every ensemble.\n\nKey Features:\n	•	Handcrafted Kundan choker with traditional detailing\n	•	Polki-style stones with green enamel accents\n	•	Pearl clusters and green drop embellishments\n	•	Adjustable beige tassel closure for comfort\n	•	Ideal for weddings, festive wear, and special occasions\n\nA timeless piece designed for those who love heritage jewelry with a refined, luxurious presence.",14000,4999,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768851097/product_1768851097_IMG_9222.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768851122/product_1768851122_IMG_9223.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768851158/product_1768851157_IMG_9221.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1768851199/product_1768851199_IMG_9220.jpg,Heavy Necklace,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-19T19:33:21.067Z,2026-01-19T19:33:21.067Z
69727915dc8e25ca5d806b7c,ae0e31a1-1f51-438e-9ed4-f305f95e4c9d,Maharani Heritage Gold Choker with earrings,"Step into royal elegance with our Maharani Heritage Gold Choker Set, a timeless masterpiece inspired by the grandeur of traditional Indian royalty. Crafted with intricate gold detailing, this statement choker features classic polki-style stones, delicate filigree work, and a rich cascade of emerald green bead drops that exude regal charm.\n\nThe choker is beautifully complemented by a matching pair of statement earrings, designed to balance opulence with grace. Each element reflects heritage craftsmanship, making this set perfect for brides, festive occasions, and heirloom-worthy celebrations.\n\nWhether paired with a bridal lehenga, silk saree, or an elegant couture ensemble, this choker set promises to elevate your look with unmistakable royal allure.\n\n⸻\n\nProduct Details\n	•	Product Type: Gold Choker Necklace with Earrings\n	•	Design Style: Traditional / Heritage / Maharani Inspired\n	•	Stone Type: Polki-style stones with emerald bead accents\n	•	Finish: Antique Gold\n	•	Set Includes: 1 Choker Necklace + 1 Pair of Earrings\n	•	Closure: Adjustable thread / hook closure\n	•	Occasion: Bridal, Wedding, Festive, Special Occasions\n\n⸻\n\nWhy You’ll Love It\n\n✔ Royal heritage design\n✔ Premium handcrafted detailing\n✔ Perfect for bridal & festive wear\n✔ Statement jewellery with timeless appeal\n",14000,6400,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769109770/product_1769109769_IMG_9325.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769109773/product_1769109773_IMG_9326.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769109776/product_1769109776_IMG_9324.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769109780/product_1769109779_IMG_9327.jpg,Heavy Necklace,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-22T19:23:01.588Z,2026-01-22T19:23:01.588Z
6977c91dee9482e1d086d2c5,d79b5515-59ea-4258-a7ee-82d1d148399e,Golden Stripe Heart Drop Earrings,"Product Description\n\nAdd a touch of modern elegance to your look with these Golden Stripe Heart Drop Earrings. Designed with a heart-shaped silhouette, these earrings feature sleek black and ivory enamel stripes framed by sparkling crystal accents. The brilliant round-cut crystal stud on top adds extra shine, making them perfect for both everyday wear and special occasions.\n\nLightweight and comfortable, these earrings are crafted to elevate casual outfits while complementing festive and party looks effortlessly. A perfect blend of charm, sparkle, and contemporary design.\n\nKey Features\n	•	Heart-shaped drop design\n	•	Black & ivory enamel stripe detailing\n	•	Crystal-studded border for added sparkle\n	•	Elegant gold-tone finish\n	•	Lightweight and comfortable\n	•	Suitable for daily wear, parties, and gifting\n\nIdeal For\n\nCasual wear | Party wear | Festive occasions | Gifting",400,139,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769457858/product_1769457857_IMG_9352.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769457889/product_1769457889_IMG_9353.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769457913/product_1769457913_IMG_9350.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769457943/product_1769457943_IMG_9351.jpg,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-26T20:05:49.907Z,2026-01-26T20:05:49.907Z
6977d487a6d2f006a5a7d273,2c3c399a-febc-4e29-bf6d-f14491855883,Aurelia Gold Drop Earrings,"Elevate your everyday elegance with the Aurelia Gold Drop Earrings. Featuring a refined teardrop silhouette framed in a soft gold finish, these earrings are designed to catch the light with subtle brilliance.\n\nStyled on the ear for a natural fit, the design highlights understated luxury—perfect for both daily wear and special occasions. Minimal, graceful, and effortlessly sophisticated, this piece complements modern, ethnic, and fusion looks alike.\n\n⸻\n\nKey Details\n	•	Elegant drop design with soft golden shine\n	•	Lightweight and comfortable for all‑day wear\n	•	Timeless style for everyday and occasion use\n	•	Designed for a refined, luxury look\n",499,129,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769460826/product_1769460826_040C69DE-8135-42F2-8316-B31C615FA060.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769460843/product_1769460842_438937E3-542F-45EB-800A-204A4FA174DF.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769460856/product_1769460856_C26501A5-AAE9-400C-B37B-C68F02F8E86E.png,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769460868/product_1769460868_3649E4B4-A47B-4778-B0A9-E7FC61A8F924.png,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-26T20:54:31.492Z,2026-01-26T20:54:31.492Z
6978c04f1e3224b7c6d2c3b9,9cbbe81b-b6c8-43e1-ab4d-9d7701446770,Midnight Onyx Drop Earrings with Crystal Stud,"Make a bold yet refined statement with these Midnight Onyx Drop Earrings. Featuring a glossy black round stone framed in polished silver-tone metal, these earrings are paired with a shimmering crystal stud that catches the light beautifully.\n\nThe dangling design adds graceful movement, while the deep black finish offers versatile styling. Perfect for both day and evening wear, these earrings complement ethnic outfits, western ensembles, and party looks with equal ease.\n\nCrafted for comfort and durability, they are lightweight, secure, and ideal for long wear. A must-have accessory for women who love classic elegance with a modern edge.\n\n⸻\n\nKey Features\n	•	Glossy black round stone drop\n	•	Sparkling crystal stud top\n	•	Premium silver-tone finish\n	•	Lightweight and comfortable\n	•	Secure stud fastening\n	•	Suitable for casual, festive, and party wear\n\n⸻\n\nStyle Tip\n\nPair these earrings with monochrome outfits, evening dresses, or traditional wear to add instant elegance and contrast.",399,99,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769521219/product_1769521218_IMG_9373.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769521223/product_1769521223_IMG_9369.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769521226/product_1769521226_IMG_9370.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769521230/product_1769521230_IMG_9371.jpg,Earrings,in_stock,true,default-store,2026-01-27T13:40:31.417Z,2026-01-27T14:34:41.008Z
6978cbcb57a02b671b59ea85,d4257cc4-f69d-4afe-a64f-2c7ef7436faf,Golden Aura Crystal Drop Earrings,"Product Description\n\nAdd a touch of radiant elegance to your everyday and festive looks with the Golden Aura Crystal Drop Earrings. Designed with a luminous oval crystal centerpiece, these earrings are gracefully wrapped in a polished gold-tone swirl accented with sparkling micro crystals.\n\nThe warm, sunlight-inspired glow enhances the natural sheen of the stone, creating a refined balance between modern charm and classic sophistication. Lightweight and comfortable, these earrings are perfect for day-to-evening wear, special occasions, or gifting.\n\nKey Features:\n	•	Gold-tone polished finish\n	•	Oval crystal centerpiece with soft luminous shine\n	•	Sparkling crystal-studded swirl design\n	•	Lightweight and comfortable for all-day wear\n	•	Ideal for casual, festive, and party styling\n\nStyle Tip: Pair them with pastel outfits, ethnic wear, or elegant evening dresses for a graceful statement.\n",499,129,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769524158/product_1769524158_IMG_9378.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769524162/product_1769524162_IMG_9380.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769524165/product_1769524165_IMG_9377.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769524169/product_1769524169_IMG_9376.jpg,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-27T14:29:31.503Z,2026-01-27T14:29:31.503Z
6978d5828ed87f3287519e24,ddd38c9d-9885-4e45-a2bf-f1e2fe08850c,Aurora Glow Drop Earrings,"Illuminate your style with the refined elegance of the Aurora Glow Drop Earrings. Designed with a luminous ivory-toned stone set in a soft square silhouette, these earrings are beautifully wrapped in a graceful gold-tone swirl accented with delicate crystals for a subtle sparkle.\n\nThe warm golden finish reflects light effortlessly, creating a radiant glow that enhances both daytime and evening looks. Lightweight and comfortable, these earrings are perfect for long wear while still making a sophisticated statement.\n\n✨ Ideal for weddings, festive celebrations, parties, or elegant everyday wear, the Aurora Glow Drop Earrings blend modern charm with timeless beauty.\n\n⸻\n\nProduct Details\n	•	Gold-tone polished finish\n	•	Soft ivory-hued square stone\n	•	Crystal-accented swirl detailing\n	•	Lightweight drop design\n	•	Secure hook closure\n	•	Suitable for festive, formal & casual styling\n\n⸻\n\nStyle Tip\n\nPair with neutral tones, pastels, silk outfits, or evening wear to let the golden glow shine effortlessly.",399,139,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769526643/product_1769526643_IMG_9382.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769526647/product_1769526647_IMG_9384.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769526650/product_1769526650_IMG_9383.jpg,https://res.cloudinary.com/do2q4f1oj/image/upload/v1769526654/product_1769526653_IMG_9385.jpg,Earrings,in_stock,true,b0ce790f-d4a3-4088-9978-7298f0cc3fcb,2026-01-27T15:10:58.590Z,2026-01-27T15:10:58.590Z
